"MTurkCode","goal_order","goals","listNum","total_goal","goalType","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility"
"ADYMIMV1PE14V",2,"Save 100 dollars a week for emergencies",3,2,"recurrance",7,7,9,1,7,6,7,7,7,7,1,6,4,7,4,4,3,5,5,1,1,7,7,7,7,6,7,1,7,7,7,5,7,3,7,7,7,7,2,7,4
"ADYMIMV1PE14V",3,"Remodel my bathroom by June 30th 2021",3,2,"short-term",4,7,10,7,5,7,5,6,6,5,1,4,7,7,4,4,2,1,2,1,2,4,6,7,4,6,4,5,2,5,7,5,1,2,4,6,5,7,2,4,4
"A1RWNYJA5X25YH",1,"My goal is to exercise at least once a week.",5,5,"recurrance",7,5,9,6,6,5,7,7,7,7,1,4,4,7,3,2,2,7,4,3,1,7,7,7,7,4,4,1,1,3,7,5,5,7,6,7,7,6,2,4,4
"A1RWNYJA5X25YH",2,"My goal is to start finishing up projects left undone on the house in the next month.",5,5,"long-term",6,7,10,1,7,7,7,7,7,7,2,5,3,4,6,3,3,3,7,3,1,7,7,7,7,6,2,2,1,7,7,5,3,7,7,6,7,7,3,5,4
"A1RWNYJA5X25YH",3,"My goal is to see my grandchildren at least once a week.",5,5,"recurrance",6,7,11,4,7,7,7,7,7,4,2,4,7,7,1,7,1,NA,6,3,1,7,7,7,7,5,7,7,4,7,7,7,6,2,7,7,7,7,4,6,6
"A1RWNYJA5X25YH",4,"My goal is to lose at least 5 pounds before summer.",5,5,"short-term",7,7,10,4,5,5,7,7,7,7,1,4,2,7,6,2,3,NA,2,3,2,7,7,7,5,4,5,1,1,3,7,4,1,7,6,7,7,7,3,2,4
"A1RWNYJA5X25YH",5,"My goal is to spend less than I do now on groceries for the month.",5,5,"recurrance",5,4,8,6,7,7,7,7,7,7,1,4,7,5,7,4,1,NA,7,3,1,7,7,7,7,6,7,1,6,7,7,7,2,6,7,6,7,7,4,6,4
"A3UUH3632AI3ZX",1,"Get straight As in school",1,1,"short-term",7,7,10,6,7,7,4,7,7,5,1,4,7,7,6,7,1,7,1,2,2,7,7,7,7,6,7,4,6,7,7,7,1,1,7,7,7,7,3,7,7
"A34VLM2UC0JY11",1,"My goal is to receive the COVID-19 vaccine within two months",2,2,"short-term",4,7,11,7,7,7,7,7,7,7,1,7,4,7,4,4,3,7,7,1,2,7,7,7,7,6,7,1,1,7,7,7,1,1,7,7,7,7,3,4,7
"A34VLM2UC0JY11",2,"My goal is to get adjusted back into my old routine of working and having an active social life within the next six months",2,2,"long-term",1,7,11,1,7,7,7,7,7,7,1,7,7,7,4,4,2,4,1,1,1,7,7,4,4,7,7,4,1,4,7,7,1,1,7,7,7,7,4,4,7
"ASY5W2HJPIPF4",1,"My goal is to save $400 for the Strixhaven release of Magic: The Gathering in the next 4 weeks.",2,3,"short-term",6,7,10,7,6,5,1,7,6,2,1,2,5,7,5,4,3,2,1,1,2,3,3,7,4,6,1,7,1,1,7,3,1,3,4,7,2,7,2,4,5
"ASY5W2HJPIPF4",2,"My goal is to lose 12 lbs in the next three months.",2,3,"short-term",4,7,6,5,6,6,7,4,6,7,1,3,6,6,4,3,3,7,6,3,1,6,7,3,6,8,2,1,6,3,7,7,4,5,6,6,7,7,3,6,7
"A2SFFO79KSG5VA",1,"My goal is to lose 17 pounds within the next three months.",5,5,"short-term",6,7,8,5,6,6,4,7,7,6,1,4,4,6,4,5,3,1,1,2,2,5,5,7,4,7,3,2,3,5,7,4,1,3,4,6,4,7,3,4,3
"A2SFFO79KSG5VA",2,"My goal is to read one act of a Shakespeare play each day.",5,5,"recurrance",7,7,9,7,4,4,1,7,5,2,1,3,4,6,3,4,3,1,1,1,1,5,2,6,4,3,3,5,1,3,7,4,1,1,2,7,2,7,3,2,2
"A2SFFO79KSG5VA",3,"My goal is to write two pages of prose each day.",5,5,"recurrance",6,7,7,1,7,6,2,6,6,4,1,6,5,6,5,4,3,4,1,3,1,6,4,6,6,8,5,4,2,5,7,4,1,6,4,6,4,7,4,3,1
"A2SFFO79KSG5VA",4,"My goal is to create and maintain a shopping/meal plan over the next three months.",5,5,"recurrance",6,7,7,1,4,4,4,6,5,6,1,4,4,6,5,3,2,2,4,3,1,4,5,5,4,6,4,1,2,4,6,4,1,5,4,5,5,5,4,5,4
"A2SFFO79KSG5VA",5,"My goal is to be fully prepared for my friend's wedding, in which I'm the best man (so write speech, plan bachelor party) etc by the end of the next three months.",5,5,"long-term",6,7,10,7,6,6,1,6,7,6,2,3,4,5,4,3,3,7,7,1,2,4,7,5,7,6,4,1,7,5,7,6,7,5,7,6,5,7,3,5,7
"A1T83SZBP2DN65",1,"I want to move out of my apartment and into a home.",2,2,"short-term",6,7,7,7,7,7,7,7,7,7,1,2,7,5,7,7,3,6,7,2,2,6,7,6,7,8,3,4,4,4,5,7,2,2,7,6,7,7,3,7,6
"A1T83SZBP2DN65",2,"I want to finish my novel.",2,2,"long-term",5,7,8,7,7,6,3,6,7,4,3,4,5,7,4,5,3,5,2,1,2,6,6,6,7,6,5,6,6,4,6,5,4,5,6,6,5,6,3,5,6
"AVKMFV9CZ0MLR",1,"My goal is to complete twenty sit ups in a row, unassisted.",5,5,"recurrance",7,7,11,1,7,7,7,7,7,1,1,7,7,7,4,7,2,7,7,3,1,7,7,7,7,4,7,1,7,7,7,7,4,4,7,7,7,7,2,7,7
"AVKMFV9CZ0MLR",2,"My goal is to complete twenty squats in a row, unassisted.",5,5,"recurrance",7,7,11,1,7,7,7,7,7,1,1,7,7,7,7,7,2,4,7,3,1,7,7,7,7,6,7,1,7,7,7,7,1,4,7,7,7,7,3,7,4
"AVKMFV9CZ0MLR",3,"My goal is to complete five minutes of intense peddling on a riding device.",5,5,"recurrance",7,7,11,1,7,7,7,7,7,1,7,7,7,7,4,7,2,7,7,3,1,7,7,7,7,6,7,7,7,7,7,4,1,4,7,7,7,7,3,7,1
"AVKMFV9CZ0MLR",4,"My goal is to complete five minutes of intense rowing on a rowing device.",5,5,"recurrance",7,7,11,1,7,7,7,7,7,1,1,7,7,7,7,7,2,4,7,3,1,7,7,7,7,6,7,1,7,7,7,4,4,4,7,7,4,7,3,7,1
"AVKMFV9CZ0MLR",5,"My goal is to complete 90 intense body twists on a seated device.",5,5,"recurrance",7,7,12,1,7,7,7,7,7,1,1,7,7,7,4,7,2,7,7,2,1,7,7,7,7,4,7,4,7,7,7,4,4,4,7,7,7,7,3,7,1
"A3OAXRZT3MVJML",1,"Pay off credit card debt in the next 2 years",3,2,"long-term",4,7,8,7,6,6,6,6,7,6,1,4,NA,6,7,5,1,1,2,2,2,4,6,6,7,6,6,2,2,2,6,2,2,2,5,5,4,7,4,6,2
"A3OAXRZT3MVJML",2,"Complete some home repairs in the next 6 months",3,2,"short-term",4,7,11,6,5,5,4,6,5,5,1,4,4,6,4,4,3,1,4,1,2,2,4,5,4,4,3,2,2,2,4,2,2,3,4,5,4,4,3,4,2
"A3OAXRZT3MVJML",3,"Lose 10 to 20 pounds in the next 6 months",3,2,"long-term",4,7,8,7,6,6,6,5,6,7,1,1,NA,7,5,5,1,1,4,3,2,6,6,6,5,8,5,4,5,1,5,2,2,2,5,5,6,6,3,5,3
"A5E2P5F1AXYZ1",1,"My goal is to build up my savings account by saving around $100 every week.",5,5,"recurrance",4,7,8,5,5,6,5,6,6,4,3,4,6,6,4,6,3,4,3,3,1,5,7,5,7,4,4,4,5,4,7,5,2,3,6,5,5,6,4,6,4
"A5E2P5F1AXYZ1",2,"I want to achieve a goal of exercising for 30 minutes or more every day.",5,5,"recurrance",5,7,9,3,6,6,7,7,6,7,3,5,6,6,4,4,3,4,3,3,1,7,7,6,7,6,4,4,6,4,6,5,3,3,7,7,6,7,3,4,6
"A5E2P5F1AXYZ1",3,"I want to lower my credit card debt by 50% by the end of 2021.",5,5,"long-term",4,7,9,6,6,6,5,5,7,5,3,3,5,5,4,4,3,4,3,1,1,5,7,5,7,4,4,2,5,4,7,4,1,3,6,6,7,6,3,4,4
"A5E2P5F1AXYZ1",4,"I want to invest in more dividend or growth stocks in my IRA before the end of 2021 to diversify more.",5,5,"long-term",4,7,10,6,5,4,5,6,6,5,3,3,5,6,4,3,1,4,2,1,1,5,7,5,5,4,3,2,5,6,4,5,2,2,6,7,7,3,3,3,4
"A5E2P5F1AXYZ1",5,"I want to lower my BMI by ten percent by the end of 2021.",5,5,"recurrance",5,7,10,7,6,6,7,7,7,5,2,4,5,6,7,6,3,6,5,3,2,7,7,6,7,5,4,4,5,6,7,6,2,3,7,6,7,7,3,6,4
"A3GZXU4FUJTKZD",1,"I want to finish paying my daughter's high school tuition by April 15, 2021. ",5,40,"short-term",2,7,10,7,5,5,4,6,6,2,7,4,5,7,6,6,3,6,7,1,2,5,6,6,7,7,2,1,7,3,7,1,7,6,7,5,4,7,2,7,6
"A3GZXU4FUJTKZD",2,"I want to visit my mother out of state, leaving her on or about June 1st.",5,40,"short-term",2,7,9,7,7,6,4,5,6,6,5,3,6,7,5,3,2,2,2,2,2,5,7,2,7,6,2,6,2,6,3,2,2,4,6,4,5,5,3,4,4
"A3GZXU4FUJTKZD",3,"I want to sell off the contents of my storage unit by May 1st.",5,40,"long-term",2,7,5,7,5,5,1,6,5,4,1,6,1,7,4,5,3,5,1,3,2,2,7,2,5,8,5,2,6,3,7,2,2,6,6,6,5,7,3,5,4
"A3GZXU4FUJTKZD",4,"I want to buy five more ounces of silver by May 30th.",5,40,"short-term",3,7,8,7,5,5,2,5,4,2,2,4,2,7,3,2,3,2,2,1,2,4,5,4,3,6,6,5,3,5,7,5,2,3,3,6,5,7,3,2,4
"A3GZXU4FUJTKZD",5,"I want to paint my dining room by May 1st.",5,40,"short-term",3,7,4,7,4,6,3,4,3,6,1,4,1,7,3,1,3,2,5,2,2,1,4,1,3,8,5,3,6,2,7,5,5,6,5,4,6,7,3,3,2
"A13O22EMG5ZVN0",1,"dream job",3,5,"recurrance",4,4,6,4,4,3,3,4,3,5,4,4,5,7,7,5,2,4,4,1,1,6,4,5,4,8,5,4,4,4,4,2,4,6,4,4,5,4,3,4,4
"A13O22EMG5ZVN0",2,"find love",3,5,"recurrance",4,NA,6,4,4,1,5,4,4,7,4,4,7,3,6,4,NA,7,4,2,2,4,4,4,4,8,4,5,5,4,4,4,5,4,7,4,7,4,4,4,4
"A13O22EMG5ZVN0",3,"take care of family",3,5,"recurrance",4,2,6,4,4,5,4,4,6,3,4,4,4,5,4,4,NA,4,4,1,1,5,4,4,4,8,4,4,4,4,5,4,4,3,4,5,5,2,4,4,4
"A207IHY6GERCFO",1,"My goal is to increase my wealth over the next three months",3,3,"recurrance",6,7,10,7,5,5,6,7,7,7,2,6,6,4,2,6,3,5,5,1,1,7,6,7,6,8,7,3,6,5,7,6,5,1,7,6,7,6,3,4,5
"A207IHY6GERCFO",2,"My goal is to get a girlfriend within the next three months",3,3,"short-term",3,7,3,7,7,7,5,5,5,7,4,4,6,2,7,4,3,6,4,3,2,6,6,4,5,8,6,6,5,5,7,5,6,4,5,4,6,6,3,6,4
"A207IHY6GERCFO",3,"My goal is to improve my upper body strength over the next three months",3,3,"recurrance",5,7,6,7,5,5,5,6,4,6,3,4,5,5,4,4,1,4,6,3,1,5,5,5,4,8,5,4,3,5,6,4,5,4,4,5,6,3,3,5,4
"A225BMTMXUR5F4",1,"Finish Reading the Bible for my first time through",5,7,"short-term",4,7,11,1,7,7,4,7,7,4,2,7,5,7,4,4,1,4,1,1,2,7,7,7,7,7,7,4,1,7,7,5,1,2,7,7,4,7,2,6,7
"A225BMTMXUR5F4",2,"Start re-reading the Bible in conjunction with a study Bible",5,7,"recurrance",2,7,9,5,7,7,5,3,7,4,5,7,3,6,5,5,1,3,1,1,1,7,7,5,7,6,7,4,1,7,7,3,1,2,7,5,4,4,4,5,5
"A225BMTMXUR5F4",3,"Find a new full-time job",5,7,"long-term",7,7,8,7,6,6,7,2,6,6,4,5,6,3,7,4,1,6,6,1,2,4,4,2,7,6,7,2,1,5,1,4,6,2,2,4,6,1,NA,4,7
"A225BMTMXUR5F4",4,"Make $70/week on MTurk until I find a new job",5,7,"recurrance",4,4,9,7,4,3,5,6,4,1,5,5,1,6,6,6,3,4,2,1,1,2,4,7,4,4,3,2,1,3,7,2,2,2,5,6,4,7,3,4,4
"A225BMTMXUR5F4",5,"Help my sister 1 day/week in her preschool (volunteer) until I find a new job",5,7,"recurrance",5,7,9,7,6,5,4,7,6,2,5,5,4,6,5,4,3,7,2,1,1,4,7,6,7,4,3,6,1,7,7,4,1,2,5,7,4,6,3,5,6
"A1IBLFQ2E6VA2J",1,"I would like to complete a special project at work. ",5,10,"short-term",7,7,9,1,6,6,1,7,7,7,2,1,4,5,5,4,1,7,5,1,2,6,7,7,7,1,5,1,7,3,7,6,7,4,5,5,7,7,3,7,7
"A1IBLFQ2E6VA2J",2,"I would like to complete my spring session discipleship class with perfect attendance",5,10,"recurrance",7,7,10,1,6,7,7,7,7,7,3,7,1,7,3,1,NA,7,7,2,1,7,7,7,7,2,7,7,7,7,7,7,7,5,7,7,7,7,2,7,1
"A1IBLFQ2E6VA2J",3,"I would like to assemble the portable piano, treadmill and put up the mini-blinds.",5,10,"short-term",3,7,7,7,7,7,7,7,7,4,7,7,1,7,7,6,3,2,5,3,2,7,7,7,7,7,7,7,7,4,2,1,1,7,7,4,5,7,2,7,1
"A1IBLFQ2E6VA2J",4,"I would like to read one scripture every for 3 months.  ",5,10,"recurrance",7,7,10,1,7,7,1,6,7,7,1,7,1,7,2,6,3,5,7,3,1,7,7,7,7,4,7,7,7,7,6,6,7,4,7,7,7,7,4,7,5
"A1IBLFQ2E6VA2J",5,"I would like to complete my course and be ready for an exam by july.  ",5,10,"long-term",7,7,6,7,7,7,1,5,7,5,7,7,4,7,6,7,3,5,1,3,2,7,7,5,7,6,7,4,7,7,7,1,4,7,7,5,4,7,3,7,2
"AIHHRINW9IN1I",1,"My goal is to pay off an extra thousand in credit card debt within the next few months. ",3,3,"short-term",5,5,9,7,6,6,5,7,7,5,1,1,4,5,4,5,3,1,4,1,2,4,7,7,7,5,3,1,5,4,7,4,1,2,6,7,4,7,3,4,1
"AIHHRINW9IN1I",2,"My goal is to lose twenty pounds by the start of summer in June.",3,3,"short-term",6,7,8,7,6,6,7,7,7,6,1,1,3,6,4,6,3,3,NA,2,2,5,7,5,6,6,1,1,5,4,7,5,2,2,7,7,4,7,3,5,4
"AIHHRINW9IN1I",3,"My goal is to have my resume up to date to start applying for promotions or other positions within the month. ",3,3,"short-term",4,7,11,7,5,5,6,6,6,5,1,3,2,7,4,3,3,3,3,2,1,5,7,3,7,7,6,1,4,4,5,4,3,4,6,7,7,5,2,5,4
"A1Z2ZGPJRGG0G3",1,"I want to increase my savings account to 20,000 by end of year.",3,3,"recurrance",4,4,8,7,7,7,7,6,7,4,1,7,4,6,7,2,3,1,1,1,1,7,7,7,7,1,6,5,1,6,7,4,1,1,1,6,4,7,3,4,1
"A1Z2ZGPJRGG0G3",2,"I would like to get some botox and fillers before the end of year.",3,3,"recurrance",4,7,6,7,6,6,6,6,4,4,4,3,2,6,4,4,NA,1,1,2,1,6,3,6,4,7,1,5,1,1,4,3,1,6,3,6,4,6,3,2,4
"A1Z2ZGPJRGG0G3",3,"I would like to get my garden started by April.",3,3,"short-term",7,7,10,7,7,7,5,7,7,6,2,2,3,7,3,7,NA,7,1,2,1,7,7,6,7,5,1,7,1,7,6,6,1,4,6,7,4,6,2,4,1
"AU34T9OMHN4Z4",1,"My goal is to save at least $280 a month for the next 3 months.",3,6,"recurrance",4,7,9,1,7,7,7,5,7,1,1,1,NA,7,5,7,NA,3,1,3,1,7,7,5,7,7,5,1,7,4,7,7,1,1,7,7,7,7,3,7,3
"AU34T9OMHN4Z4",2,"My goal is to go for a walk at least 5 times a week for the next 3 months.",3,6,"recurrance",7,7,8,3,7,7,7,7,7,7,1,7,4,7,4,7,2,3,1,3,1,7,7,7,7,7,7,1,4,3,4,7,1,5,7,7,7,7,3,7,7
"AU34T9OMHN4Z4",3,"My goal is to lose at least 5 pounds in the next 3 months.",3,6,"long-term",7,7,8,4,7,7,7,7,7,7,1,7,3,7,7,7,NA,7,1,3,1,7,7,7,7,8,7,1,7,4,7,7,5,4,7,5,7,1,3,3,7
"A11ILN5YSUDVG8",1,"I will eat better, exercise daily, and lose 10 pounds in three months. ",3,3,"recurrance",6,6,9,6,6,7,7,6,6,6,2,5,3,7,6,4,3,5,2,3,1,7,7,6,6,4,6,6,6,5,7,5,4,6,6,6,5,6,3,6,6
"A11ILN5YSUDVG8",2,"I will do something enjoyable in the community each week that I have not been able to due because of covid, such as eat out, go to beach, explore my new community.  ",3,3,"recurrance",6,7,9,7,6,6,6,6,7,4,2,6,4,6,4,4,3,6,4,1,1,6,6,6,7,5,6,7,3,6,7,6,2,3,4,6,6,6,3,6,6
"A11ILN5YSUDVG8",3,"I will be more outgoing and friendly and try to make at least one new friend in my new community.  ",3,3,"long-term",5,7,7,6,6,6,7,5,7,4,1,6,4,6,6,4,3,6,3,3,1,7,7,5,7,6,6,6,5,7,4,6,4,4,7,6,6,6,3,5,5
"A2GTBBZA2M82NR",1,"My goal is to read at least ten pages in French every day.",4,4,"recurrance",7,7,4,7,6,6,1,7,4,3,1,2,1,7,5,4,3,1,1,2,1,7,7,3,5,6,5,6,1,6,7,4,1,5,3,7,6,7,1,4,1
"A2GTBBZA2M82NR",2,"My goal is to find a job in my field in the next three months.",4,4,"short-term",7,7,6,7,7,7,7,7,7,7,1,4,7,6,4,4,3,7,4,3,2,7,7,7,7,6,7,1,4,7,7,6,2,5,7,5,7,7,3,6,7
"A2GTBBZA2M82NR",3,"My goal is to get into the habit of going for a walk every day.",4,4,"recurrance",5,7,7,6,5,6,7,7,5,7,2,1,2,7,3,2,3,NA,1,3,1,7,7,7,5,7,2,4,5,7,7,5,3,5,5,7,7,7,3,5,1
"A2GTBBZA2M82NR",4,"My goal is to cut my soda intake in half in the next three months.",4,4,"recurrance",3,4,3,5,6,6,7,3,4,6,1,3,1,7,6,1,2,NA,6,3,1,7,7,2,5,8,4,1,6,4,6,4,1,7,4,7,7,6,3,5,1
"AMTTB8JUWRRM7",1,"Lose 15 pounds in four months",2,2,"long-term",6,7,6,7,6,6,5,7,6,7,1,1,4,5,7,4,3,1,1,3,2,7,7,5,7,7,4,1,2,7,7,4,1,7,7,7,4,7,3,4,2
"AMTTB8JUWRRM7",2,"Reduce my spending to less than $300 every month",2,2,"recurrance",4,2,8,NA,6,6,6,4,5,7,1,1,1,4,4,4,2,1,1,1,1,7,7,1,7,6,1,1,1,7,7,3,1,2,7,5,7,5,4,4,1
"AQAXDL1INQC9Q",1,"My goal is to exercise 3 times a week on the treadmill for 30 minutes. ",3,3,"recurrance",6,7,7,3,6,6,3,7,6,5,3,1,4,6,5,4,3,3,2,3,1,7,5,5,7,8,2,3,3,5,7,2,1,4,4,7,6,7,4,5,3
"AQAXDL1INQC9Q",2,"My goal is to work on mturk at least 4 hours a day on weekdays. ",3,3,"recurrance",4,7,6,1,6,5,5,7,6,3,4,1,3,6,5,5,3,2,2,3,1,3,5,7,7,8,6,2,2,5,7,3,1,2,6,7,5,7,NA,5,3
"AQAXDL1INQC9Q",3,"My goal is to help my daughter meet her IEP goals 5 days a week. ",3,3,"recurrance",7,7,8,1,5,6,1,6,7,2,4,1,4,3,5,5,3,7,5,1,1,3,6,6,7,7,2,2,5,5,6,5,3,2,7,7,7,7,4,4,5
"AAHZCL4LIPCBQ",1,"My goal is to find a job within the next six months.",3,3,"long-term",7,7,11,1,7,7,7,7,7,7,1,7,7,7,4,7,1,7,1,1,1,7,7,7,7,6,7,7,1,7,7,7,7,1,7,7,7,7,1,7,7
"AAHZCL4LIPCBQ",2,"My goal is to exercise at least 5 days out the week.",3,3,"recurrance",7,7,11,1,7,7,7,7,7,7,1,7,7,7,4,7,1,7,1,1,1,7,7,7,7,5,7,7,1,7,7,7,7,1,1,7,7,7,3,7,7
"AAHZCL4LIPCBQ",3,"My goal is to eat more healthier. ",3,3,"recurrance",7,7,9,1,7,7,7,7,7,7,1,7,7,7,7,7,3,7,1,1,1,7,7,7,7,6,7,7,1,7,7,7,7,1,1,7,7,7,3,7,7
"A2BEBDMQ7SI4IY",1,"Gain a new skill ",5,1,"short-term",7,3,9,3,5,5,7,5,6,7,7,5,4,6,5,7,2,6,6,2,2,6,6,5,5,6,7,6,7,5,6,6,7,5,6,6,5,5,3,6,6
"A2BEBDMQ7SI4IY",2,"Boost networking abilities",5,1,"short-term",5,3,10,2,4,4,5,5,6,6,6,6,1,6,6,6,2,6,5,1,1,7,5,5,5,5,7,7,4,5,5,5,5,7,6,6,6,5,2,6,5
"A2BEBDMQ7SI4IY",3,"Star own business",5,1,"recurrance",7,2,8,2,6,4,7,6,6,6,6,5,2,4,6,4,1,NA,6,1,2,7,7,6,5,7,4,5,5,5,5,5,7,5,5,6,7,6,2,6,4
"A2BEBDMQ7SI4IY",4,"Make a career switch",5,1,"long-term",6,3,7,3,5,6,5,5,6,5,7,6,3,6,5,5,2,NA,5,1,2,7,7,6,6,6,6,6,7,7,6,6,6,6,5,6,5,7,3,5,5
"A2BEBDMQ7SI4IY",5,"Improve sales",5,1,"short-term",5,2,7,2,4,7,6,6,6,5,5,5,4,5,6,6,3,NA,5,2,2,5,5,6,5,8,7,5,5,5,6,5,6,5,6,6,7,6,1,5,5
"A1RQUOVV8PCXBM",1,"My goal is to work on my marriage and form a better relationship with my husband in the next three months.",5,5,"long-term",5,6,8,1,7,6,6,3,7,6,3,5,6,3,5,5,1,7,6,3,1,6,7,6,7,6,6,6,6,6,5,5,5,2,7,6,5,7,3,5,4
"A1RQUOVV8PCXBM",2,"My goal is to work out at least 4 days a week in the next three months.",5,5,"recurrance",6,6,4,2,6,7,7,6,5,7,3,4,3,7,7,3,3,5,5,3,1,7,7,5,7,7,6,2,6,5,6,5,4,6,6,5,6,7,4,5,5
"A1RQUOVV8PCXBM",3,"My goal is to improve my credit score in the next three months.",5,5,"short-term",5,5,6,6,6,6,3,3,7,6,2,5,5,6,6,3,1,7,2,1,1,6,7,5,6,6,6,2,6,5,5,6,3,3,7,6,6,5,3,5,5
"A1RQUOVV8PCXBM",4,"My goal is to start eating healthier everyday and allowing myself one or two cheat days a week.",5,5,"recurrance",5,3,5,1,7,6,7,5,5,6,3,6,5,7,7,5,2,7,3,3,1,7,7,6,6,7,6,3,5,6,5,4,3,4,6,6,6,6,4,4,5
"A1RQUOVV8PCXBM",5,"My goal is to start thinking and feeling more positive everyday. ",5,5,"recurrance",5,5,7,2,7,7,6,6,7,6,1,6,6,6,6,5,1,6,6,3,1,7,6,3,7,7,7,5,7,7,5,6,3,3,6,5,7,3,4,7,5
"A1LS7GARU7CD08",1,"My goal is to go to the gym 3 times per week.",3,4,"recurrance",3,5,9,1,5,5,6,7,5,6,3,2,1,6,4,5,3,3,1,3,1,6,5,7,4,8,4,4,2,5,7,2,3,3,4,7,5,7,4,3,5
"A1LS7GARU7CD08",2,"My goal is to save at least $500 per month.",3,4,"recurrance",4,5,9,1,6,6,6,5,6,7,2,1,1,5,4,4,2,6,2,3,1,6,6,4,6,8,6,2,3,6,7,4,4,2,5,5,7,5,4,4,4
"A1LS7GARU7CD08",3,"My goal is to run a 5k by the end of the summer (August 2021).",3,4,"long-term",4,5,8,7,6,6,5,5,5,6,2,3,1,6,5,6,3,4,2,1,2,5,4,3,4,4,4,4,2,5,7,5,2,3,4,5,6,7,3,3,5
"A2FP41BSPG0Y4A",1,"Start a yearly savings plan",5,4,"recurrance",7,7,9,4,7,6,6,7,7,4,3,3,7,7,5,7,2,7,1,2,1,6,7,6,7,6,7,1,1,4,7,1,2,2,7,7,6,7,3,4,5
"A2FP41BSPG0Y4A",2,"Grow and Improve My financial knowledge",5,4,"recurrance",4,7,4,4,5,5,5,4,4,4,7,5,5,7,7,5,1,7,4,3,1,5,7,5,7,6,4,4,1,4,4,4,4,4,7,4,5,3,3,6,3
"A2FP41BSPG0Y4A",3,"Diversify my investment Strategy",5,4,"long-term",4,7,5,4,5,7,3,6,4,1,4,4,5,7,7,6,2,6,6,3,NA,7,7,4,7,8,7,4,1,4,6,1,1,6,7,4,3,5,4,4,2
"A2FP41BSPG0Y4A",4,"Exercise 30 mins daily",5,4,"recurrance",4,7,9,2,6,6,4,5,5,7,1,1,3,7,7,4,1,4,6,3,NA,6,4,6,4,4,2,4,6,3,4,7,7,6,6,5,6,3,3,4,4
"A2FP41BSPG0Y4A",5,"Buy a new 65inch 4k TV",5,4,"short-term",4,7,7,7,7,5,6,6,6,5,4,1,1,7,5,5,3,7,6,1,2,4,4,6,4,6,2,7,1,4,2,5,1,1,3,4,4,7,2,4,4
"AS6FM754MF2B2",1,"My goal is to keep going to the gym four times a week.",4,3,"recurrance",3,5,10,1,6,7,7,6,7,6,5,7,4,7,5,7,3,2,1,1,1,7,7,7,7,6,4,5,6,6,7,3,2,2,7,7,7,7,3,3,4
"AS6FM754MF2B2",2,"My goal is to maintain my current weight by eating healthy meals every week.",4,3,"recurrance",3,7,10,3,6,6,7,7,7,7,1,7,5,7,4,6,1,3,4,3,1,7,7,5,7,8,6,3,7,6,5,4,4,5,7,5,7,4,3,4,5
"AS6FM754MF2B2",3,"My goal is to save money out of every paycheck to pay off my car loan.",4,3,"long-term",3,7,7,7,7,6,5,6,5,5,5,5,4,4,6,4,1,4,3,2,1,5,7,7,7,6,7,2,3,4,7,2,4,5,7,6,7,6,4,4,2
"AS6FM754MF2B2",4,"My goal is to save money to go away on a small trip by my birthday in June.",4,3,"short-term",3,7,6,7,5,6,5,6,5,7,5,2,1,4,4,3,1,4,1,1,2,5,4,5,4,4,4,7,3,4,7,7,2,5,6,5,6,6,3,5,4
"A10LHWALI4BZPC",1,"My goal is to workout 4-6 days per week.",4,10,"recurrance",7,7,10,1,6,5,7,7,7,3,1,3,5,7,3,6,2,3,1,3,1,7,7,7,7,8,5,5,5,7,7,2,1,2,4,7,7,7,1,4,4
"A10LHWALI4BZPC",2,"My goal is to move to a new house within the next month. ",4,10,"short-term",3,7,10,7,3,3,5,7,6,4,1,2,3,5,2,4,NA,1,1,1,2,5,3,6,4,6,2,5,1,3,7,6,1,1,3,5,5,7,3,3,7
"A10LHWALI4BZPC",3,"My goal is to find a new girlfriend in the next 2 months",4,10,"long-term",3,7,5,7,5,5,3,5,4,6,1,1,4,5,6,4,NA,3,1,3,2,7,6,5,5,6,4,7,2,4,6,7,2,2,4,6,5,5,3,2,3
"A10LHWALI4BZPC",4,"My goal is to continue to be vegan every day. ",4,10,"recurrance",7,3,11,2,6,6,6,7,7,1,1,2,7,7,7,7,1,2,1,3,1,7,7,7,7,7,7,5,6,7,7,5,1,1,6,7,3,7,4,3,7
"A3989GRV3UV5VW",1,"I want to increase my income this year by 10 percent over last year.",3,3,"recurrance",7,7,7,5,6,5,4,5,7,2,3,4,7,5,6,6,3,4,1,1,1,6,6,5,7,8,6,6,1,6,7,4,2,2,6,5,6,7,3,7,5
"A3989GRV3UV5VW",2,"I want to get back in the habit of exercising daily and lose at least 20 pounds by the end of the year.",3,3,"long-term",6,7,9,3,7,7,7,7,7,5,3,6,3,7,5,6,2,7,1,1,1,7,7,6,7,7,6,7,5,6,7,7,1,3,5,7,7,5,4,6,2
